Persistent Fetal Circulation Syndrome|C85006|C0031190|233815004|Persistent pulmonary hypertension of the newborn (disorder)|
Persistent Fetal Circulation Syndrome|C85006|C0031190|206597007|Persistent fetal circulation (disorder)|
Petit Mal Epilepsy|C3023|C0014553|79631006|Absence seizure (disorder)|
Petit Mal Epilepsy|C3023|C0014553|50866000|Childhood absence epilepsy (disorder)|
Pityriasis Lichenoides|C85013|C0162853|10057001|Chronic lichenoid pityriasis (disorder)|
Pityriasis Rubra Pilaris|C85014|C0032027|3755001|Pityriasis rubra pilaris (disorder)|
Poland Syndrome|C85017|C0032357|38371006|Poland anomaly (disorder)|
Porokeratosis|C85019|C0162839|400080004|Porokeratosis (disorder)|
Preeclampsia|C85021|C0032914|||
Pregnancy Associated Hypertension|C4371|C0340274|48194001|Pregnancy-induced hypertension (disorder)|
Priapism|C85022|C0033117|6273006|Priapism (disorder)|
Primary Hypertrophic Osteoarthropathy|C85023|C0029411|88220006|Pachydermoperiostosis syndrome (disorder)|
Proliferative Diabetic Retinopathy|C84457|C0154830|59276001|Proliferative diabetic retinopathy (disorder)|
Prostate Neoplasm|C3343|C0033578|126906006|Neoplasm of prostate (disorder)|
Prune Belly Syndrome|C85033|C0033770|5187006|Prune belly syndrome (disorder)|
Pseudomyxoma Peritonei|C3345|C0033822|112679004|Pseudomyxoma peritonei|
Pulmonary Fibrosis|C26869|C0034069|51615001|Fibrosis of lung (disorder)|
Renal Cell Carcinoma|C9385|C0007134|41607009|Renal cell carcinoma|
Restless Leg Syndrome|C84501|C0035258|32914008|Restless legs (disorder)|
Retinitis Pigmentosa|C85045|C0035334|28835009|Retinitis pigmentosa (disorder)|
Retinoblastoma|C7541|C0035335|189935007|[M]Retinoblastoma NOS|
Rheumatic Fever|C34984|C0035436|26424001|Active rheumatic fever (disorder)|
Robinow Syndrome|C85048|C0265205|76520005|Robinow syndrome (disorder)|
Rubella|C85051|C0035920|36653000|Rubella (disorder)|
Schistosomiasis|C35000|C0036323|10087007|Infection by Schistosoma (disorder)|
Scimitar Syndrome|C85056|C0036400|39905002|Scimitar syndrome (disorder)|
Scleroderma|C26746|C0011644|89155008|Systemic sclerosis (disorder)|
Sea-Blue Histiocyte Syndrome|C85062|C0036489|37821003|Sea-blue histiocyte syndrome (disorder)|
Sezary Syndrome|C3366|C0036920|118611004|SEzary's disease (disorder)|
Sialadenitis|C26882|C0037023|42982001|Sialoadenitis (disorder)|
Sialic Acid Storage Disease|C85067|C0342853|238051008|Sialuria (disorder)|
Skin Basal Cell Carcinoma|C2921|C0007117|275265005|Epithelioma basal cell (disorder)|
Status Epilepticus|C85079|C0038220|230456007|Status epilepticus (disorder)|
Stiff Person Syndrome|C85170|C0085292|5217008|Stiff-man syndrome (disorder)|
Supravalvular Aortic Stenosis|C85176|C0003499|268185002|Supravalvar aortic stenosis (disorder)|
Systemic Mastocytosis|C9235|C0221013|50150000|Malignant mastocytosis|
Systemic Scleroderma|C72070|C0036421|89155008|Systemic sclerosis (disorder)|
Tabes Dorsalis|C35057|C0039223|315826004|Tabetic neurosyphilis (disorder)|
Thyroid Hormone Resistance Syndrome|C85191|C0242604|50375007|Thyroid hormone responsiveness defect (disorder)|
Toxocariasis|C85194|C0040553|406619001|Infection due to toxocara (disorder)|
Tracheobronchomegaly|C85196|C0040587|57451009|Congenital tracheobronchomegaly (disorder)|
Treacher Collins Syndrome|C75018|C0242387|82203000|Treacher Collins syndrome (disorder)|
Trichothiodystrophy|C4924|C0740342|403796005|BIDS brittle hair-impaired intellect-decreased fertility-short stature syndrome (disorder)|
Wegener Granulomatosis|C3444|C0043092|239934006|Wegener's syndrome (disorder)|
Whipple Disease|C85228|C0023788|41545003|Whipple's disease (disorder)|
Wilms Tumor|C3267|C0027708|||
Wolff-Parkinson-White Syndrome|C35132|C0043202|74390002|Wolff-Parkinson-White pattern (disorder)|
Yellow Nail Syndrome|C85238|C0221348|400211001|Hereditary lymphedema and yellow nails (disorder)|
Abducens Nerve Disorder|C27593|C0271355|398760006|Abducens nerve palsy (disorder)|
Acanthosis Nigricans|C26687|C0000889|72129000|Acquired acanthosis nigricans (disorder)|
Acute Disseminated Encephalomyelitis|C34578|C0014059|83942000|Acute disseminated encephalomyelitis (disorder)|
Acute Intermittent Porphyria|C84536|C0162565|234422006|Acute intermittent porphyria (disorder)|
Acyl-CoA Dehydrogenase, Short-Chain Deficiency|C84539|C0342783|124166007|Deficiency of butyryl-CoA dehydrogenase (disorder)|
Adenomatous Polyposis Coli|C3339|C0032580|72900001|Familial multiple polyposis syndrome (disorder)|
Alagille Syndrome|C35139|C0085280|31742004|Arteriohepatic dysplasia (disorder)|
Alexander Disease|C84545|C0270726|81854007|Alexander's disease (disorder)|
Alpha-1 Antitrypsin Deficiency|C84397|C0221757|30188007|alpha-1-Antitrypsin deficiency (disorder)|
Amyloid Neuropathy|C84553|C0206247|193187004|Polyneuropathy in amyloidosis (disorder)|
Amyloidosis|C2868|C0002726|17602002|Amyloidosis (disorder)|
Anaplastic Large Cell Lymphoma|C3720|C0206180|53237008|Large cell (Ki-1+) lymphoma [obs]|
Andersen Syndrome|C84559|C1563715|422348008|Andersen Tawil syndrome (disorder)|
Anencephaly|C84560|C0002902|89369001|Anencephalus (disorder)|
Arthrogryposis|C84572|C0003886|77016009|Amyoplasia congenita disruptive sequence (disorder)|
Ataxia Telangiectasia Syndrome|C2887|C0004135|68504005|Ataxia-telangiectasia syndrome (disorder)|
Auditory Perceptual Disorder|C84575|C0004310|229752008|Auditory processing disorder (disorder)|
Autosomal Dominant Polycystic Kidney Disease|C84578|C0085413|28728008|Polycystic kidney disease, adult type (disorder)|
Balantidiasis|C84583|C0004692|105638003|Disease due to Balantidiidae (disorder)|
Bartonella Infection|C84586|C0004771|266123003|Bartonellosis (disorder)|
Benign Prostatic Hyperplasia|C2897|C0005001|367483003|Hyperplasia of prostate (disorder)|
Berardinelli-Seip Congenital Lipodystrophy|C84594|C0221032|86907008|Acquired generalized lipodystrophy (disorder)|
Berardinelli-Seip Congenital Lipodystrophy|C84594|C0221032|286289004|Familial generalized lipodystrophy (disorder)|
Biliary Atresia|C34421|C0005411|77480004|Congenital biliary atresia (disorder)|
Bladder Neoplasm|C2901|C0005695|126885006|Neoplasm of bladder (disorder)|
Bloom Syndrome|C2903|C0005859|4434006|Bloom syndrome (disorder)|
Botulism|C84599|C0006057|398523009|Foodborne botulism (disorder)|
Brain Iron Accumulation Type I Syndrome|C8967|C0018523|2992000|Pigmentary pallidal degeneration (disorder)|
Bronchiectasis|C84475|C0006267|12295008|Bronchiectasis (disorder)|
Bronchogenic Carcinoma|C35875|C0007121|363493006|Malignant tumor of bronchus (disorder)|
Brown-Sequard Syndrome|C84601|C0242644|27982003|Brown-Sequard syndrome (disorder)|
Bullous Pemphigoid|C84389|C0030805|77090002|Bullous pemphigoid (disorder)|
Burkitt Lymphoma|C2912|C0006413|190023003|[M]Burkitt's tumor NOS|
Burkitt Lymphoma|C2912|C0006413|118617000|Burkitt's lymphoma (disorder)|
Calciphylaxis|C84607|C0006666|237900002|Calciphylaxis (disorder)|
Cataract|C26713|C0086543|193570009|Cataract (disorder)|
Cerebrospinal Fluid Rhinorrhea|C84627|C0007815|85638002|Cerebrospinal fluid rhinorrhea (disorder)|
Cherubism|C84630|C0008029|53432004|Cherubism (disorder)|
Chronic Inflammatory Demyelinating Polyneuropathy|C84636|C0393819|128209004|Chronic inflammatory demyelinating polyradiculoneuropathy (disorder)|
Chronic Kidney Disease|C80078|C0022661|236425005|Chronic renal impairment (disorder)|
Chronic Pancreatitis|C84637|C0149521|234689009|Relapsing pancreatitis (disorder)|
Churg-Strauss Syndrome|C34481|C0008728|82275008|Allergic granulomatosis angiitis (disorder)|
Classical Lissencephaly|C84640|C0431375|253147000|Type 1 lissencephaly (disorder)|
Clear Cell Sarcoma of the Kidney|C4264|C0334488|24007003|Clear cell sarcoma of kidney|
Congenital Pure Red Cell Aplasia|C61236|C1260899|88854002|Chronic constitutional pure red cell aplasia (disorder)|
Cystic Fibrosis|C2975|C0010674|190905008|Cystic fibrosis (disorder)|
Dandy-Walker Malformation|C75012|C0010964|14447001|Dandy-Walker syndrome (disorder)|
Deletion 18p Syndrome|C84521|C0432442|270890001|Deletion of short arm of chromosome 18 (disorder)|
Dextrocardia|C84669|C0011813|27637000|Dextrocardia (disorder)|
Diffuse Idiopathic Skeletal Hyperostosis|C84671|C0020498|31487001|Disseminated idiopathic skeletal hyperostosis (disorder)|
Diffuse Palmoplantar Keratoderma|C3147|C0022584|400123002|Hereditary diffuse palmoplantar keratoderma (disorder)|
Diffuse Palmoplantar Keratoderma|C3147|C0022584|399955009|Diffuse palmoplantar keratoderma of Thost-Unna (disorder)|
Dilated Cardiomyopathy|C84673|C0007193|399020009|Congestive cardiomyopathy (disorder)|
Dipetalonemiasis|C34540|C0012517|15629006|Infection by Dipetalonema (disorder)|
Ebstein Anomaly|C84681|C0013481|253443005|Ebstein's anomaly of common atrioventricular valve (disorder)|
Ebstein Anomaly|C84681|C0013481|204357006|Ebstein's anomaly of tricuspid valve (disorder)|
Endemic Typhus Fever|C84688|C0041472|25668000|Murine typhus (disorder)|
Eosinophilic Granuloma|C3016|C0014461|129000002|Langerhans cell histiocytosis, unifocal (disorder)|
Erythropoietic Porphyria|C84697|C0162530|67312003|Erythropoietic porphyria (disorder)|
Esophageal Achalasia|C84699|C0014848|45564002|Achalasia of esophagus (disorder)|
Fallopian Tube Neoplasm|C3032|C0015558|126916003|Neoplasm of fallopian tube (disorder)|
Familial Mediterranean Fever|C84707|C0031069|12579009|Familial Mediterranean fever (disorder)|
Fanconi Syndrome|C3034|C0015624|40488004|Fanconi syndrome (disorder)|
Fanconi Syndrome|C3034|C0015624|190681003|Cystinosis (disorder)|
Felty Syndrome|C84712|C0015773|57160007|Felty's syndrome (disorder)|
Focal Segmental Glomerulosclerosis|C37308|C0017668|236403004|Focal segmental glomerulosclerosis (disorder)|
Giant Axonal Neuropathy|C84728|C1850386|128207002|Giant axonal neuropathy (disorder)|
Giant Hypertrophic Gastritis|C67277|C0017155|60002000|Hypertrophic gastritis (disorder)|
Glycogen Storage Disease Type II|C84734|C0017921|237967002|Lysosomal alpha-1,4-glucosidase deficiency (disorder)|
Goldenhar Syndrome|C84740|C0265240|254025006|Hemifacial microsomia (disorder)|
Goldenhar Syndrome|C84740|C0265240|15557005|First arch syndrome (disorder)|
Goodpasture Syndrome|C34649|C0403529|50581000|Goodpasture's syndrome (disorder)|
Granuloma Annulare|C3470|C0085074|65508009|Granuloma annulare (disorder)|
Graves' Disease|C3071|C0018213|55807009|Toxic diffuse goiter with exophthalmos (disorder)|
Graves' Disease|C3071|C0018213|237510004|Iodine-induced thyrotoxicosis (disorder)|
Hajdu-Cheney Syndrome|C84745|C0917715|63122002|Hajdu-Cheney syndrome (disorder)|
Hemochromatosis|C84481|C0018995|399187006|Hemochromatosis (disorder)|
Hemoglobinopathy|C3092|C0019045|80141007|Hemoglobinopathy (disorder)|
Hemophilia B|C26721|C0008533|41788008|Hemophilia B (disorder)|
Hepatitis C Infection|C3098|C0019196|186634008|Hepatitis non-A non-B (disorder)|
Hepatolenticular Degeneration|C84756|C0019202|192640001|Cerebral pseudosclerosis (disorder)|
Hereditary Hemolytic Anemia|C34379|C0002881|42601008|Congenital hemolytic anemia (disorder)|
Hidradenoma|C7563|C0019522|253020008|Hidradenoma of skin (disorder)|
Hodgkin Lymphoma|C9357|C0019829|309831004|[M]Hodgkin's disease NOS|
Hodgkin Lymphoma|C9357|C0019829|118606001|Hodgkin's sarcoma (disorder)|
Homocystinuria|C84765|C0019880|11282001|Homocystinuria (disorder)|
Hyperlipoproteinemia Type I|C84771|C0023817|267435002|Familial hyperchylomicronemia (disorder)|
Hyperlipoproteinemia Type II|C34708|C1704417|||
Hypoalphalipoproteinemia|C84774|C0473527|190784001|High density lipoid deficiency (disorder)|
Hypophosphatasia|C26798|C0020630|190859005|Hypophosphatasia (disorder)|
Idiopathic Thrombocytopenic Purpura|C3446|C0043117|32273002|Idiopathic thrombocytopenic purpura (disorder)|
Immunodeficiency With Hyper-IgM|C84783|C0272236|||
Inborn Urea Cycle Disorder|C84785|C0154246|36444000|Disorder of the urea cycle metabolism (disorder)|
Iridocorneal Endothelial Syndrome|C84792|C1096100|129623003|Iridocorneal endothelial syndrome (disorder)|
Jeune Syndrome|C84794|C0265275|75049004|Jeune thoracic dystrophy (disorder)|
Juvenile Myelomonocytic Leukemia|C9233|C0349639|277587001|Juvenile chronic myeloid leukemia (disorder)|
Kartagener Syndrome|C84797|C0022521|86204009|Immotile cilia syndrome (disorder)|
Kleine-Levin Syndrome|C84800|C0206085|111488004|Kleine-Levin syndrome (disorder)|
Korsakoff Syndrome|C84803|C0349464|69482004|Korsakoff's psychosis (disorder)|
Krabbe Disease|C61254|C0023521|189979005|Globoid cell leukodystrophy, early onset (disorder)|
Landau-Kleffner Syndrome|C84806|C0282512|230438007|Acquired epileptic aphasia (disorder)|
Langerhans Cell Histiocytosis|C3107|C0019621|39795003|Hand-Schuller-Christian disease (disorder)|
Liposarcoma|C3194|C0023827|254829001|Liposarcoma (disorder)|
Lupus Erythematosus|C27153|C0409974|200936003|Lupus erythematosus (disorder)|
Lymphedema|C3207|C0024236|234097001|Lymphedema (disorder)|
Lymphopenia|C26823|C0024312|48813009|Lymphocytopenia (disorder)|
Malignant Atrophic Papulosis|C84835|C0221011|239062001|Erythrokeratoderma en cocardes (disorder)|
Malignant Splenic Neoplasm|C3539|C0153470|363499005|Malignant tumor of spleen (disorder)|
Mast Cell Leukemia|C3169|C0023461|128924002|Mast cell leukemia|
Medullary Sponge Kidney|C34751|C0022681|236443009|Medullary sponge kidney (disorder)|
Meesmann Corneal Dystrophy|C84795|C0339277|1674008|Juvenile epithelial corneal dystrophy (disorder)|
Melanoma|C3224|C0025202|372244006|Malignant melanoma (disorder)|
Melorheostosis|C84887|C0025239|44697002|Melorheostosis (disorder)|
Meningeal Tuberculosis|C84888|C0041318|58437007|Tuberculosis of meninges (disorder)|
Merkel Cell Carcinoma|C9231|C0007129|253001006_643701018|Merkel cell carcinoma (disorder)|
Mixed Connective Tissue Disease|C84892|C0026272|398021003|Connective tissue disease overlap syndrome (disorder)|
Mucolipidosis|C61267|C0026697|70528007|Mucolipidosis (disorder)|
Myeloid Sarcoma|C3520|C0152276|188737002|Chloroma (disorder)|
Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma|C8196|C0018197|58961005|Lethal midline granuloma (disorder)|
Necrotizing Enterocolitis|C84915|C0520459|206525008|Neonatal necrotizing enterocolitis (disorder)|
Necrotizing Fasciitis|C84916|C0238124|52486002|Necrotizing fasciitis (disorder)|
Necrotizing Ulcerative Gingivitis|C34637|C1527368|173599005|Acute necrotizing ulcerative gingivostomatitis (disorder)|
Neuroblastoma|C3270|C0027819|269507008|[M]Neuroblastoma NOS|
Neurofibroma|C3272|C0027830|404029005|Neurofibroma (disorder)|
Neurofibromatosis|C6727|C0162678|81669005|[M]Neurofibromatosis NOS|
Neurofibromatosis Type 1|C3273|C0027831|81669005|[M]Neurofibromatosis NOS|
Niemann-Pick Disease|C61269|C0028064|58459009|Sphingomyelin/cholesterol lipidosis (disorder)|
Nonalcoholic Fatty Liver Disease|C84444|C0400966|197315008|Non-alcoholic fatty liver (disorder)|
Non-Hodgkin Lymphoma|C3211|C0024305|1929004_4326015|Malignant lymphoma, non-Hodgkin's|
Non-Small Cell Lung Carcinoma|C2926|C0007131|254637007|Non-small cell lung cancer (disorder)|
Oculocutaneous Albinism|C84941|C0078918|63844009|Oculocutaneous albinism (disorder)|
Optic Atrophy|C34863|C0029124|76976005|Optic atrophy (disorder)|
Osteoarthritis|C3293|C0029408|225655006|Degenerative polyarthritis (disorder)|
Pagetoid Reticulosis|C35794|C1367970|404119000|Pagetoid reticulosis (disorder)|
Pancreatic Endocrine Carcinoma|C3770|C0496784|187794005|Malignant tumor of Islets of Langerhans (disorder)|
Pancreatic Insulin Producing Tumor|C3140|C0021670|134154009|[M]Insulinoma NOS|
Paraganglioma|C3308|C0030421|302833002|Paraganglioma (disorder)|
Paraganglioma|C3308|C0030421|127027008|Neoplasm of paraganglion (disorder)|
Pemphigus|C34909|C0030807|65172003|Pemphigus (disorder)|
Pinta|C85011|C0031946|22064009|Pinta (disorder)|
Polymyalgia Rheumatica|C85018|C0032533|65323003|Polymyalgia rheumatica (disorder)|
Primary Biliary Cirrhosis|C27167|C0008312|31712002|Primary biliary cirrhosis (disorder)|
Progressive Muscular Atrophy|C85027|C0917981|88923002|Progressive muscular atrophy (disorder)|
Propionic Acidemia|C85030|C0268579|124718009|Deficiency of propionyl-CoA carboxylase (disorder)|
Pulmonary Hypertension|C3120|C0020542|70995007|Pulmonary hypertension (disorder)|
Q Fever|C34970|C0034362|186788009|Q fever (disorder)|
Renovascular Hypertension|C85044|C0020545|123799005|Renovascular hypertension (disorder)|
Retrolental Fibroplasia|C34982|C0035344|415297005|Retinopathy of prematurity (disorder)|
Romano-Ward Syndrome|C85049|C0035828|20852007|Romano-Ward syndrome (disorder)|
Rothmund-Thomson Syndrome|C3335|C0032339|69093006|Rothmund-Thomson syndrome (disorder)|
Schizophrenia|C3362|C0036341|191526005|Schizophrenic disorders (disorder)|
Scleromyxedema|C85061|C0263390|402468007|Scleromyxedema (disorder)|
Seborrheic Keratosis|C9006|C0022603|394727000|Melanoacanthoma (disorder)|
Sezary Syndrome|C3366|C0036920|4950009|Sezary's disease|
Sickle Cell Disease|C34383|C0002895|127040003|Hereditary hemoglobinopathy disorder homozygous for hemoglobin S (disorder)|
Silver-Russell Syndrome|C85068|C0175693|15069006|Russell-Silver syndrome (disorder)|
Sinus Histiocytosis with Massive Lymphadenopathy|C36075|C0019625|34287003|Sinus histiocytosis with massive lymphadenopathy (disorder)|
Staphylococcal Scalded Skin Syndrome|C85077|C0038165|200946001|Staphylococcal scalded skin syndrome (disorder)|
Status Epilepticus|C85079|C0038220|13973009|Grand mal status (disorder)|
Subacute Sclerosing Panencephalitis|C85171|C0038522|192685000|Subacute sclerosing panencephalitis (disorder)|
Syphilis|C35055|C0039128|76272004|Syphilis (disorder)|
Temporal Arteritis|C35065|C0039483|400130008|Temporal arteritis (disorder)|
Thalassemia|C35069|C0039730|40108008|Thalassemia (disorder)|
Thrombocytopenia|C3408|C0040034|302215000|Thrombocytopenic disorder (disorder)|
Tricuspid Atresia|C85202|C0243002|63042009|Congenital atresia of tricuspid valve (disorder)|
Urachal Cyst|C85216|C0041915|17234001|Allantoic cyst (disorder)|
Urinary Tract Infection|C50791|C0042029|68566005|Urinary tract infectious disease (disorder)|
Uveomeningoencephalitic Syndrome|C85218|C0042170|44923005|Vogt-Koyanagi syndrome (disorder)|
Vaginal Neoplasm|C3437|C0042258|126921000|Neoplasm of vagina (disorder)|
Varicose Vein|C35114|C0042345|276504003|Varices (disorder)|
Ventricular Septal Defect|C84506|C0018818|30288003|Ventricular septal defect (disorder)|
Vitamin B6 Deficiency|C85221|C0936215|386080007|Vitamin B6 deficiency (disorder)|
Wegener Granulomatosis|C3444|C0043092|195353004|Wegener's granulomatosis (disorder)|
Wernicke-Korsakoff Syndrome|C35764|C0349464|69482004|Korsakoff's psychosis (disorder)|
XO Syndrome|C85210|C0041408|||
Yellow Fever Virus Infection|C35547|C0043395|16541001|Yellow fever (disorder)|
Abetalipoproteinemia|C84525|C0000744|190787008|Abetalipoproteinemia (disorder)|
Acanthosis Nigricans|C26687|C0000889|402599005|Acanthosis nigricans (disorder)|
Acatalasemia|C84526|C0268419|267454002|Acatalasemia (disorder)|
Acoustic Schwannoma|C3276|C0027859|126949007|Acoustic neuroma (disorder)|
Acute Lymphoblastic Leukemia|C3167|C0023449|91857003|Acute lymphoid leukemia, disease (disorder)|
Acute Lymphoblastic Leukemia|C3167|C0023449|128822004|Acute lymphoblastic leukemia|
Adenoid Cystic Carcinoma|C2970|C0010606|11671000|Adenoid cystic carcinoma|
Adrenal Gland Neoplasm|C2859|C0001624|127021009|Neoplasm of adrenal gland (disorder)|
African Trypanosomiasis|C84541|C0041228|78940002|Trypanosomiasis (disorder)|
Allergic Bronchopulmonary Aspergillosis|C84547|C0004031|37981002|Allergic bronchopulmonary aspergillosis (disorder)|
Alpha-Mannosidosis|C84548|C0024748|65524005|Mannosidosis (disorder)|
Alstrom Syndrome|C84549|C0268425|63702009|Alstrom syndrome (disorder)|
Alzheimer's Disease|C2866|C0002395|26929004|Alzheimer's disease (disorder)|
Amebiasis|C84551|C0002438|111910009|Amebic infection (disorder)|
Amniotic Band Syndrome|C84552|C0002636|84115008|Amniotic band syndrome (disorder)|
Anemia|C2869|C0002871|271737000|Anemia (disorder)|
Angiofollicular Lymphoid Hyperplasia|C3056|C0017531|238809002|Giant lymph node hyperplasia (disorder)|
Anhidrotic Ectodermal Dysplasia 1|C84562|C0162359|7731005|Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder)|
Anhidrotic Ectodermal Dysplasia 1|C84562|C0162359|239007005|Hypohidrotic X-linked ectodermal dysplasia (disorder)|
Aniridia|C84563|C0003076|69278003|Congenital aniridia (disorder)|
Anthrax|C84565|C0003175|409498004|Anthrax (disorder)|
Arachnoiditis|C37913|C0003708|8217007|Arachnoiditis (disorder)|
Astrocytoma|C60781|C0004114|38713004|[M]Astrocytoma NOS|
Autosomal Recessive Hypohidrotic Ectodermal Dysplasia|C84580|C0406702|27025001|Autosomal recessive hypohidrotic ectodermal dysplasia syndrome (disorder)|
Babesiosis|C84581|C0004576|21061004|Babesiosis (disorder)|
Balantidiasis|C84583|C0004692|57725006|Balantidiasis (disorder)|
Berardinelli-Seip Congenital Lipodystrophy|C84594|C0221032|284449005|Congenital total lipodystrophy (disorder)|
Bladder Carcinoma|C4912|C0699885|255108000|Carcinoma of bladder (disorder)|
Bundle Branch Block|C84603|C0006384|6374002|Bundle branch block (disorder)|
Burning Mouth Syndrome|C62545|C0006430|399165002|Burning mouth syndrome (disorder)|
Cardiomyopathy|C34830|C0878544|85898001|Cardiomyopathy (disorder)|
Cardiovascular Disorder|C2931|C0007222|105980002|Disease affecting entire cardiovascular system (disorder)|
Cerebral Palsy|C34460|C0007789|128188000|Cerebral palsy (disorder)|
Cervical Carcinoma|C9039|C0302592|363354003|Malignant tumor of cervix (disorder)|
Cervical Symmetrical Lipomatosis|C4392|C0024445|254832003|Benign symmetric lipomatosis (disorder)|
Chediak-Higashi Syndrome|C2941|C0007965|111396008|Chediak-Higashi syndrome (disorder)|
Cholangiocarcinoma|C4436|C0206698|70179006|Cholangiocarcinoma|
Choroideremia|C34469|C0008525|75241009|Choroideremia (disorder)|
Chronic Myelogenous Leukemia, BCR-ABL1 Positive|C3174|C0023473|63364005|Chronic myeloid leukemia|
Chronic Pancreatitis|C84637|C0149521|233870001|Recurrent pancreatitis (disorder)|
Chronic Renal Failure|C9438|C0022661|90688005|Chronic renal failure syndrome (disorder)|
Cirrhosis|C2951|C0023890|19943007|Cirrhosis of liver (disorder)|
Clubfoot|C84641|C0009081|397932003|Talipes equinovarus (disorder)|
Coffin-Lowry Syndrome|C84643|C0265252|15182000|Coffin-Lowry syndrome (disorder)|
Congenital Pure Red Cell Aplasia|C61236|C0398550|88854002|Chronic constitutional pure red cell aplasia (disorder)|
Congenital Pure Red Cell Aplasia|C61236|C0398550|71988008|Aase syndrome (disorder)|
Creutzfeldt-Jacob Disease|C26802|C0022336|792004|Jakob-Creutzfeldt disease (disorder)|
Cutis Laxa|C84663|C0010495|58588007|Cutis laxa (disorder)|
Dementia|C4786|C0011265|52448006|Dementia (disorder)|
Dermatitis Herpetiformis|C26742|C0011608|111196000|Dermatitis herpetiformis (disorder)|
Diabetes Mellitus|C2985|C0011849|73211009|Diabetes mellitus (disorder)|
Dilated Cardiomyopathy|C84673|C0007193|195021004|Primary dilated cardiomyopathy (disorder)|
Dry Eye Syndrome|C34553|C0013238|46152009|Tear film insufficiency (disorder)|
Dubin-Johnson Syndrome|C34741|C0022350|44553005|Dubin-Johnson syndrome (disorder)|
Ectodermal Dysplasia|C84683|C0013575|8654005|Ectodermal dysplasia (disorder)|
Epidermolysis Bullosa|C67383|C0014527|61003004|Epidermolysis bullosa (disorder)|
Epidermolysis Bullosa Dystrophica|C84691|C0079294|254185007|Dystrophic epidermolysis bullosa (disorder)|
Epidermolytic Hyperkeratosis|C62569|C0079153|20512000|Dominant congenital ichthyosiform erythroderma (disorder)|
Epilepsy|C3020|C0014544|84757009|Epilepsy (disorder)|
Epilepsy|C3020|C0014544|128613002|Seizure disorder (disorder)|
Erythema Infectiosum|C84695|C0085273|34730008|Erythema infectiosum (disorder)|
Erythropoietic Porphyria|C84697|C0162530|190913009|Congenital porphyria (disorder)|
Ewing Sarcoma|C4817|C0553580|76909002|Ewing's sarcoma|
Extramammary Paget Disease|C3302|C0030186|71447003|Paget's disease, extramammary (except Paget's disease of bone)|
Fabry Disease|C84701|C0002986|||
Facial Hemiatrophy|C84703|C0015458|95834000|Facial hemiatrophy (disorder)|
Facial Nerve Paralysis|C26769|C0015469|280816001|Facial palsy (disorder)|
Familial Amyloid Neuropathy|C84554|C0206245|42295001|Familial amyloid polyneuropathy (disorder)|
Familial Partial Lipodystrophy|C84708|C0271694|49292002|Familial partial lipodystrophy (disorder)|
Fanconi Anemia|C62505|C0015625|30575002|Fanconi's anemia (disorder)|
Focal Segmental Glomerulosclerosis|C37308|C0017668|25821008|Focal glomerular sclerosis (disorder)|
Fox-Fordyce Disease|C84716|C0016632|65038009|Fox-Fordyce disease (disorder)|
Gardner Syndrome|C6728|C0017097|60876000|Gardner syndrome (disorder)|
Gastrointestinal Stromal Tumor|C3868|C0238198|420120006|Gastrointestinal stromal tumor (disorder)|
Glaucoma|C26782|C0017601|23986001|Glaucoma (disorder)|
Glycine Encephalopathy|C84937|C0751748|237939006|Non-ketotic hyperglycinemia (disorder)|
Graves' Disease|C3071|C0018213|353295004|Graves' disease (disorder)|
Hairy Tongue|C35075|C0040414|81934005|Black hairy tongue (disorder)|
Hairy Tongue|C35075|C0040414|255225007|Overgrowth of filiform papillae (disorder)|
Hallermann Syndrome|C84746|C0018522|7903009|Hallermann-Streiff syndrome (disorder)|
Hartnup Disease|C84748|C0018609|80902009|Neutral 1 amino acid transport defect (disorder)|
Hemophagocytic Lymphohistiocytosis|C34792|C0024291|234437005|Hemophagocytic lymphohistiocytosis (disorder)|
Hemorrhagic Fever with Renal Syndrome|C84753|C0019101|364756009|Puumala virus nephropathy (disorder)|
Hemorrhagic Fever with Renal Syndrome|C84753|C0019101|102455002|Hemorrhagic nephroso-nephritis (disorder)|
Hepatic Disorder|C3196|C0023895|235856003|Disorder of liver (disorder)|
Hepatoblastoma|C3728|C0206624|45024009|Hepatoblastoma|
Hereditary Angioedema|C84758|C0019243|82966003|Hereditary angioneurotic edema (disorder)|
Hermaphrodite|C45909|C0019269|237821001|Hermaphroditism (disorder)|
Herpes Simplex Encephalitis|C84762|C0276226|79450003|Herpes encephalitis (disorder)|
Histiocytic Necrotizing Lymphadenitis|C71719|C0398367|127217009|Histiocytic necrotizing lymphadenitis (disorder)|
Hodgkin Lymphoma|C9357|C0019829|118599009|Hodgkin's disease (disorder)|
Hurler Syndrome|C61261|C0086795|65327002|Mucopolysaccharidosis, MPS-I-H (disorder)|
Hydatidiform Mole|C3110|C0020217|189856005|[M]Hydatidiform mole NOS|
Hyperostosis Frontalis Interna|C84772|C0020494|82054006|Hyperostosis interna frontalis (disorder)|
Hypophosphatasia|C26798|C0020630|360792001|Deficiency of alkaline phosphatase (disorder)|
Hypotension|C3128|C0020649|45007003|Low blood pressure (disorder)|
